type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-10 12:06:59,47.84375667,7.97584064,6,861.654,,14.172,241,15,16,,
T,2021-10-10 12:07:00,47.84370018,7.97567131,6,860.537,,14.293,233,15,16,,
T,2021-10-10 12:07:01,47.84362606,7.97551665,6,859.346,,14.495,226,14,16,,
T,2021-10-10 12:07:02,47.84350630,7.97541409,6,858.406,,14.878,212,14,16,,
T,2021-10-10 12:07:03,47.84338907,7.97532184,6,857.435,,14.554,211,14,15,,
T,2021-10-10 12:07:04,47.84327039,7.97523226,6,856.544,,14.806,209,14,16,,
T,2021-10-10 12:07:05,47.84314842,7.97514884,4,855.773,,14.658,210,14,15,,
T,2021-10-10 12:07:06,47.84304281,7.97503634,4,855.063,,14.414,208,14,15,,
T,2021-10-10 12:07:07,47.84293401,7.97493608,4,854.305,,14.306,209,14,15,,
T,2021-10-10 12:07:08,47.84282154,7.97485285,4,853.598,,14.087,207,14,15,,
T,2021-10-10 12:07:09,47.84270671,7.97477511,4,852.950,,13.876,207,14,15,,
T,2021-10-10 12:07:10,47.84259527,7.97469476,4,852.284,,13.576,207,14,15,,
T,2021-10-10 12:07:11,47.84248718,7.97461223,4,851.503,,13.661,208,14,15,,
T,2021-10-10 12:07:12,47.84238292,7.97451673,4,850.601,,13.814,208,14,15,,
T,2021-10-10 12:07:13,47.84227833,7.97441634,4,849.672,,13.935,208,14,15,,
T,2021-10-10 12:07:14,47.84215789,7.97434976,4,848.797,,14.075,207,14,15,,
T,2021-10-10 12:07:15,47.84204190,7.97426729,4,847.933,,14.169,207,13,15,,
T,2021-10-10 12:07:16,47.84192562,7.97418274,4,847.104,,14.293,207,13,14,,
T,2021-10-10 12:07:17,47.84180886,7.97409481,6,846.329,,14.549,207,13,15,,
T,2021-10-10 12:07:18,47.84169097,7.97400735,6,845.551,,14.562,207,13,15,,
T,2021-10-10 12:07:19,47.84157266,7.97392458,6,844.805,,14.342,200,12,15,,
T,2021-10-10 12:07:20,47.84144728,7.97386995,6,844.086,,14.431,192,12,14,,
T,2021-10-10 12:07:21,47.84131668,7.97383525,6,843.391,,14.861,187,12,14,,
T,2021-10-10 12:07:22,47.84118329,7.97381515,6,842.693,,14.822,187,12,14,,
T,2021-10-10 12:07:23,47.84104784,7.97379041,6,841.969,,15.296,185,13,14,,
T,2021-10-10 12:07:24,47.84090825,7.97377579,6,841.276,,15.559,183,13,14,,
T,2021-10-10 12:07:25,47.84076763,7.97376417,6,840.618,,15.657,184,13,14,,
T,2021-10-10 12:07:26,47.84062692,7.97374519,6,839.989,,15.655,186,13,14,,
T,2021-10-10 12:07:27,47.84048664,7.97372318,6,839.419,,15.705,187,13,14,,
T,2021-10-10 12:07:28,47.84034738,7.97370065,6,838.868,,15.515,188,13,14,,
T,2021-10-10 12:07:29,47.84021186,7.97367327,4,838.362,,14.820,189,13,15,,
T,2021-10-10 12:07:30,47.84008337,7.97364005,4,837.853,,14.124,191,14,15,,
T,2021-10-10 12:07:31,47.83995911,7.97360715,4,837.399,,13.901,190,14,15,,
T,2021-10-10 12:07:32,47.83983618,7.97357747,4,836.948,,13.701,191,14,16,,
T,2021-10-10 12:07:33,47.83971540,7.97354339,4,836.497,,13.605,191,14,16,,
T,2021-10-10 12:07:34,47.83959627,7.97350652,4,836.062,,13.440,191,14,16,,
T,2021-10-10 12:07:35,47.83947831,7.97346836,4,835.712,,13.231,190,14,16,,
T,2021-10-10 12:07:36,47.83936176,7.97343572,4,835.435,,12.990,189,14,16,,
T,2021-10-10 12:07:37,47.83924703,7.97340486,4,835.131,,12.798,190,14,17,,
T,2021-10-10 12:07:38,47.83913427,7.97337309,4,834.886,,12.542,190,14,17,,
T,2021-10-10 12:07:39,47.83902321,7.97334406,4,834.610,,12.421,191,14,17,,
T,2021-10-10 12:07:40,47.83891233,7.97331564,4,834.371,,12.380,191,14,17,,
T,2021-10-10 12:07:41,47.83880195,7.97328410,4,834.165,,12.387,192,14,17,,
T,2021-10-10 12:07:42,47.83869176,7.97325029,4,833.911,,12.439,195,14,18,,
T,2021-10-10 12:07:43,47.83858340,7.97320742,4,833.680,,12.309,197,14,18,,
T,2021-10-10 12:07:44,47.83847633,7.97315415,4,833.425,,12.464,201,14,18,,
T,2021-10-10 12:07:45,47.83837043,7.97310235,4,833.089,,12.432,201,14,18,,
T,2021-10-10 12:07:46,47.83826721,7.97304376,4,832.703,,12.267,199,14,18,,
T,2021-10-10 12:07:47,47.83816213,7.97299608,4,832.283,,12.260,194,14,18,,
T,2021-10-10 12:07:48,47.83805532,7.97296032,4,831.813,,12.204,191,14,18,,
T,2021-10-10 12:07:49,47.83794689,7.97293363,4,831.345,,12.314,188,14,18,,
T,2021-10-10 12:07:50,47.83783680,7.97291310,4,830.840,,12.475,185,14,18,,
T,2021-10-10 12:07:51,47.83772412,7.97289700,4,830.323,,12.798,184,14,18,,
T,2021-10-10 12:07:52,47.83760754,7.97288384,4,829.888,,13.020,185,14,18,,
T,2021-10-10 12:07:53,47.83748922,7.97286766,4,829.516,,13.272,185,14,19,,
T,2021-10-10 12:07:54,47.83736942,7.97286114,4,829.093,,13.414,185,15,19,,
T,2021-10-10 12:07:55,47.83724707,7.97284643,4,828.608,,13.896,186,15,19,,
T,2021-10-10 12:07:56,47.83712188,7.97282363,4,828.104,,14.202,190,15,19,,
T,2021-10-10 12:07:57,47.83699487,7.97277652,4,827.631,,14.617,194,15,19,,
T,2021-10-10 12:07:58,47.83686743,7.97271752,4,827.266,,14.671,197,15,19,,
T,2021-10-10 12:07:59,47.83674249,7.97265162,4,826.908,,14.704,201,15,19,,
T,2021-10-10 12:08:00,47.83661977,7.97257700,4,826.549,,14.752,202,15,19,,
T,2021-10-10 12:08:01,47.83649819,7.97249937,4,826.178,,14.703,201,15,19,,
T,2021-10-10 12:08:02,47.83637801,7.97241221,4,825.746,,14.571,202,15,19,,
T,2021-10-10 12:08:03,47.83625776,7.97233338,4,825.259,,14.429,202,15,19,,
T,2021-10-10 12:08:04,47.83613850,7.97225761,4,824.738,,14.267,201,15,19,,
T,2021-10-10 12:08:05,47.83602125,7.97219051,4,824.208,,13.607,198,15,19,,
T,2021-10-10 12:08:06,47.83590677,7.97213624,4,823.649,,13.057,196,15,19,,
T,2021-10-10 12:08:07,47.83579541,7.97209001,4,823.060,,12.652,194,15,19,,
T,2021-10-10 12:08:08,47.83568778,7.97204464,6,822.284,,12.554,192,15,19,,
T,2021-10-10 12:08:09,47.83557365,7.97203373,6,821.460,,12.575,190,15,19,,
T,2021-10-10 12:08:10,47.83546164,7.97201059,6,820.627,,12.506,188,15,19,,
T,2021-10-10 12:08:11,47.83534935,7.97198245,4,819.814,,12.605,187,15,19,,
T,2021-10-10 12:08:12,47.83523519,7.97197031,4,819.026,,12.700,187,15,19,,
T,2021-10-10 12:08:13,47.83512053,7.97195328,4,818.278,,12.843,187,15,19,,
T,2021-10-10 12:08:14,47.83500474,7.97191927,4,817.606,,12.954,187,16,19,,
T,2021-10-10 12:08:15,47.83488686,7.97189521,4,816.941,,13.355,187,16,19,,
T,2021-10-10 12:08:16,47.83476769,7.97186676,4,816.327,,13.238,190,16,19,,
T,2021-10-10 12:08:17,47.83464984,7.97183043,4,815.776,,13.369,193,16,19,,
T,2021-10-10 12:08:18,47.83453124,7.97179024,4,815.309,,13.579,197,16,19,,
T,2021-10-10 12:08:19,47.83441533,7.97173916,4,814.794,,13.705,201,16,19,,
T,2021-10-10 12:08:20,47.83430198,7.97167565,4,814.258,,13.870,205,16,19,,
T,2021-10-10 12:08:21,47.83419337,7.97159055,4,813.709,,13.934,210,16,19,,
T,2021-10-10 12:08:22,47.83408994,7.97148855,6,813.090,,13.972,215,16,19,,
T,2021-10-10 12:08:23,47.83399288,7.97136773,6,812.402,,14.083,216,16,19,,
T,2021-10-10 12:08:24,47.83389617,7.97124554,6,811.706,,14.100,218,16,19,,
T,2021-10-10 12:08:25,47.83380107,7.97111954,6,810.998,,14.312,220,16,19,,
T,2021-10-10 12:08:26,47.83371007,7.97098298,6,810.241,,14.441,224,16,19,,
T,2021-10-10 12:08:27,47.83361276,7.97085499,6,809.517,,14.534,229,16,19,,
T,2021-10-10 12:08:28,47.83352290,7.97071601,6,808.843,,14.571,232,15,19,,
T,2021-10-10 12:08:29,47.83343907,7.97056739,6,808.217,,14.657,232,15,19,,
T,2021-10-10 12:08:30,47.83335924,7.97041277,6,807.638,,14.749,231,15,19,,
T,2021-10-10 12:08:31,47.83327796,7.97025745,6,807.086,,14.983,232,15,19,,
T,2021-10-10 12:08:32,47.83319471,7.97009943,6,806.619,,15.141,232,15,19,,
T,2021-10-10 12:08:33,47.83310951,7.96994170,4,806.224,,15.205,232,15,19,,
T,2021-10-10 12:08:34,47.83302338,7.96978063,4,805.805,,15.735,232,15,19,,
T,2021-10-10 12:08:35,47.83293304,7.96961206,4,805.434,,16.544,231,15,19,,
T,2021-10-10 12:08:36,47.83283616,7.96943875,4,805.045,,17.364,232,15,18,,
T,2021-10-10 12:08:37,47.83273988,7.96925668,4,804.422,,18.039,232,15,18,,
T,2021-10-10 12:08:38,47.83264078,7.96906673,4,803.577,,18.488,232,15,18,,
T,2021-10-10 12:08:39,47.83253685,7.96887144,4,802.733,,18.834,231,15,18,,
T,2021-10-10 12:08:40,47.83243084,7.96867309,4,801.927,,19.171,231,15,18,,
T,2021-10-10 12:08:41,47.83232280,7.96847281,4,801.169,,19.273,232,15,18,,
T,2021-10-10 12:08:42,47.83221626,7.96827087,4,800.499,,19.085,232,15,18,,
T,2021-10-10 12:08:43,47.83211255,7.96806704,4,799.925,,19.000,233,15,18,,
T,2021-10-10 12:08:44,47.83200999,7.96785818,4,799.469,,19.274,233,15,18,,
T,2021-10-10 12:08:45,47.83191026,7.96764674,4,799.053,,19.283,234,15,18,,
T,2021-10-10 12:08:46,47.83181969,7.96742560,4,798.640,,19.064,235,15,18,,
T,2021-10-10 12:08:47,47.83173763,7.96720133,4,798.198,,18.913,236,15,18,,
T,2021-10-10 12:08:48,47.83165405,7.96697976,4,797.746,,19.007,238,15,18,,
T,2021-10-10 12:08:49,47.83157059,7.96675680,4,797.207,,19.236,240,15,17,,
T,2021-10-10 12:08:50,47.83148775,7.96652959,4,796.593,,19.509,240,14,17,,
T,2021-10-10 12:08:51,47.83140461,7.96629866,4,795.962,,19.722,241,14,17,,
T,2021-10-10 12:08:52,47.83132113,7.96606640,4,795.291,,19.832,242,14,17,,
T,2021-10-10 12:08:53,47.83125466,7.96581840,4,794.652,,19.883,245,14,18,,
T,2021-10-10 12:08:54,47.83119076,7.96557027,4,794.030,,19.724,248,14,17,,
T,2021-10-10 12:08:55,47.83112576,7.96532354,4,793.394,,19.798,250,14,16,,
T,2021-10-10 12:08:56,47.83107359,7.96506801,4,792.756,,19.791,252,14,16,,
T,2021-10-10 12:08:57,47.83103276,7.96480954,4,792.119,,19.526,253,14,16,,
T,2021-10-10 12:08:58,47.83099769,7.96455318,4,791.539,,19.267,255,14,16,,
T,2021-10-10 12:08:59,47.83093393,7.96431387,4,790.929,,19.065,260,14,16,,
T,2021-10-10 12:09:00,47.83088679,7.96407563,6,790.381,,18.299,262,14,16,,
T,2021-10-10 12:09:01,47.83085025,7.96384152,6,789.873,,18.237,266,13,16,,
T,2021-10-10 12:09:02,47.83083504,7.96360483,6,789.417,,18.067,270,13,16,,
T,2021-10-10 12:09:03,47.83087909,7.96335996,6,788.947,,18.131,274,13,15,,
T,2021-10-10 12:09:04,47.83091209,7.96311855,6,788.453,,18.332,278,13,15,,
T,2021-10-10 12:09:05,47.83095772,7.96287896,6,787.967,,18.416,283,13,15,,
T,2021-10-10 12:09:06,47.83099442,7.96264137,6,787.447,,17.942,287,13,15,,
T,2021-10-10 12:09:07,47.83103650,7.96241491,6,786.887,,17.030,291,13,16,,
T,2021-10-10 12:09:08,47.83109119,7.96220713,6,786.309,,16.083,295,13,15,,
T,2021-10-10 12:09:09,47.83115137,7.96201958,6,785.716,,14.854,298,13,16,,
T,2021-10-10 12:09:10,47.83120778,7.96184243,6,785.118,,14.463,301,13,15,,
T,2021-10-10 12:09:11,47.83126988,7.96167810,6,784.598,,14.129,305,13,16,,
T,2021-10-10 12:09:12,47.83134411,7.96152446,6,784.086,,14.512,307,13,16,,
T,2021-10-10 12:09:13,47.83142248,7.96136943,6,783.608,,14.837,308,13,16,,
T,2021-10-10 12:09:14,47.83150696,7.96121093,6,783.157,,15.666,309,13,16,,
T,2021-10-10 12:09:15,47.83160123,7.96104685,6,782.700,,15.874,308,13,16,,
T,2021-10-10 12:09:16,47.83168631,7.96087355,6,782.132,,15.899,308,13,16,,
T,2021-10-10 12:09:17,47.83177806,7.96070756,6,781.546,,15.761,308,13,16,,
T,2021-10-10 12:09:18,47.83186117,7.96054121,6,780.851,,14.988,303,14,16,,
T,2021-10-10 12:09:19,47.83192679,7.96036415,6,780.110,,15.163,298,14,16,,
T,2021-10-10 12:09:20,47.83198652,7.96018377,6,779.386,,15.151,291,14,16,,
T,2021-10-10 12:09:21,47.83202973,7.95999205,6,778.680,,15.252,288,14,16,,
T,2021-10-10 12:09:22,47.83206302,7.95979620,6,778.029,,15.089,287,14,16,,
T,2021-10-10 12:09:23,47.83210143,7.95960684,6,777.417,,14.721,290,13,16,,
T,2021-10-10 12:09:24,47.83214679,7.95942384,6,776.865,,14.902,297,13,16,,
T,2021-10-10 12:09:25,47.83221480,7.95925577,6,776.337,,14.904,304,13,16,,
T,2021-10-10 12:09:26,47.83229945,7.95910352,6,775.791,,14.937,310,13,16,,
T,2021-10-10 12:09:27,47.83239594,7.95896522,6,775.277,,14.972,316,13,16,,
T,2021-10-10 12:09:28,47.83249112,7.95882253,6,774.729,,15.020,316,13,16,,
T,2021-10-10 12:09:29,47.83258735,7.95867917,6,774.166,,14.989,313,13,16,,
T,2021-10-10 12:09:30,47.83268578,7.95854658,6,773.618,,14.351,309,13,16,,
T,2021-10-10 12:09:31,47.83276284,7.95839240,6,773.087,,13.893,299,13,17,,
T,2021-10-10 12:09:32,47.83281876,7.95821891,6,772.620,,14.178,288,13,17,,
T,2021-10-10 12:09:33,47.83284882,7.95802962,6,772.131,,14.249,276,14,17,,
T,2021-10-10 12:09:34,47.83285600,7.95783666,6,771.648,,14.329,268,15,17,,
T,2021-10-10 12:09:35,47.83285759,7.95763960,6,771.095,,14.703,264,15,17,,
T,2021-10-10 12:09:36,47.83283976,7.95744391,4,770.500,,14.775,258,15,17,,
T,2021-10-10 12:09:37,47.83279416,7.95725886,4,769.809,,14.985,249,15,17,,
T,2021-10-10 12:09:38,47.83272590,7.95708494,4,769.021,,15.184,241,16,17,,
T,2021-10-10 12:09:39,47.83264897,7.95692329,4,768.172,,15.429,237,16,17,,
T,2021-10-10 12:09:40,47.83253926,7.95678163,6,767.420,,15.613,235,16,17,,
T,2021-10-10 12:09:41,47.83244362,7.95661930,6,766.758,,15.946,234,16,17,,
T,2021-10-10 12:09:42,47.83235723,7.95644294,6,766.119,,16.421,233,16,17,,
T,2021-10-10 12:09:43,47.83226428,7.95626229,6,765.458,,16.787,234,16,17,,
T,2021-10-10 12:09:44,47.83218100,7.95607008,4,764.834,,17.161,236,16,17,,
T,2021-10-10 12:09:45,47.83210333,7.95586568,4,764.281,,17.444,239,16,17,,
T,2021-10-10 12:09:46,47.83202712,7.95565546,4,763.695,,17.804,244,16,17,,
T,2021-10-10 12:09:47,47.83196323,7.95543159,4,763.109,,18.075,245,16,17,,
T,2021-10-10 12:09:48,47.83190449,7.95520145,4,762.450,,18.252,249,16,17,,
T,2021-10-10 12:09:49,47.83184754,7.95496934,4,761.711,,18.403,250,16,17,,
T,2021-10-10 12:09:50,47.83179513,7.95473292,4,760.914,,18.555,251,16,17,,
T,2021-10-10 12:09:51,47.83174347,7.95449481,6,759.947,,18.890,249,16,17,,
T,2021-10-10 12:09:52,47.83169437,7.95425266,6,758.807,,19.064,246,16,17,,
T,2021-10-10 12:09:53,47.83162411,7.95401840,6,757.576,,19.325,242,16,17,,
T,2021-10-10 12:09:54,47.83152568,7.95380060,6,756.231,,19.479,239,16,17,,
T,2021-10-10 12:09:55,47.83144197,7.95357223,6,754.906,,19.681,237,16,17,,
T,2021-10-10 12:09:56,47.83133989,7.95335072,8,753.510,,19.927,236,15,17,,
T,2021-10-10 12:09:57,47.83123816,7.95312713,8,752.089,,20.087,237,16,17,,
T,2021-10-10 12:09:58,47.83114565,7.95289873,6,750.752,,20.231,237,16,17,,
T,2021-10-10 12:09:59,47.83104866,7.95267278,6,749.511,,20.202,237,16,17,,
T,2021-10-10 12:10:00,47.83095787,7.95244552,6,748.300,,19.280,238,15,17,,
T,2021-10-10 12:10:01,47.83087141,7.95223065,6,747.129,,18.149,238,14,17,,
T,2021-10-10 12:10:02,47.83078373,7.95202628,6,745.976,,18.132,237,14,17,,
T,2021-10-10 12:10:03,47.83069654,7.95182164,6,744.868,,18.120,238,15,17,,
T,2021-10-10 12:10:04,47.83061071,7.95161587,6,743.798,,18.108,238,15,17,,
T,2021-10-10 12:10:05,47.83052596,7.95140920,6,742.761,,18.099,239,15,17,,
T,2021-10-10 12:10:06,47.83044311,7.95120166,6,741.766,,18.018,240,15,16,,
T,2021-10-10 12:10:07,47.83036205,7.95099413,6,740.856,,17.730,241,15,17,,
T,2021-10-10 12:10:08,47.83028436,7.95078953,6,740.008,,17.242,242,15,17,,
T,2021-10-10 12:10:09,47.83021381,7.95059288,6,739.190,,16.348,243,15,17,,
T,2021-10-10 12:10:10,47.83013985,7.95040764,8,738.309,,15.671,244,15,17,,
T,2021-10-10 12:10:11,47.83007637,7.95021883,8,737.353,,15.651,245,15,17,,
T,2021-10-10 12:10:12,47.83002002,7.95002658,8,736.371,,15.406,247,16,17,,
T,2021-10-10 12:10:13,47.82998282,7.94983222,6,735.456,,14.461,250,16,17,,
T,2021-10-10 12:10:14,47.82994571,7.94965294,6,734.623,,13.441,253,16,17,,
T,2021-10-10 12:10:15,47.82990585,7.94948792,6,733.754,,12.656,255,16,17,,
T,2021-10-10 12:10:16,47.82988725,7.94932318,6,732.972,,12.321,258,16,17,,
T,2021-10-10 12:10:17,47.82986746,7.94916666,6,732.170,,11.969,258,16,17,,
T,2021-10-10 12:10:18,47.82984713,7.94901417,6,731.393,,11.745,258,16,17,,
T,2021-10-10 12:10:19,47.82982165,7.94886460,6,730.648,,11.704,257,16,17,,
T,2021-10-10 12:10:20,47.82979270,7.94871653,6,729.973,,11.622,257,16,17,,
T,2021-10-10 12:10:21,47.82976522,7.94856851,6,729.331,,11.588,256,16,17,,
T,2021-10-10 12:10:22,47.82973646,7.94842151,6,728.696,,11.521,255,16,17,,
T,2021-10-10 12:10:23,47.82969197,7.94828249,6,728.122,,11.377,255,16,17,,
T,2021-10-10 12:10:24,47.82965836,7.94814187,6,727.580,,11.168,253,16,17,,
T,2021-10-10 12:10:25,47.82961784,7.94800436,6,727.023,,10.921,255,16,17,,
T,2021-10-10 12:10:26,47.82959416,7.94786972,4,726.472,,9.996,254,16,17,,
T,2021-10-10 12:10:27,47.82958779,7.94775356,4,725.835,,7.061,248,16,17,,
T,2021-10-10 12:10:28,47.82958128,7.94768426,4,725.775,,3.506,248,16,17,,
T,2021-10-10 12:10:29,47.82958128,7.94768426,4,725.703,,0.000,,16,17,,
T,2021-10-10 12:10:30,47.82958128,7.94768426,4,725.620,,0.000,,16,17,,
T,2021-10-10 12:10:31,47.82959021,7.94761453,4,725.524,,0.000,,16,17,,
T,2021-10-10 12:10:32,47.82959021,7.94761453,4,725.416,,0.000,,16,17,,
T,2021-10-10 12:10:33,47.82958288,7.94757109,4,725.300,,2.826,243,16,17,,
T,2021-10-10 12:10:34,47.82956561,7.94753345,4,725.177,,4.002,232,16,17,,
T,2021-10-10 12:10:35,47.82953567,7.94749760,4,725.043,,4.139,212,16,17,,
T,2021-10-10 12:10:36,47.82949470,7.94747305,4,723.676,,4.522,181,16,17,,
T,2021-10-10 12:10:37,47.82945058,7.94750800,6,722.558,,4.597,151,16,17,,
T,2021-10-10 12:10:38,47.82941633,7.94754935,6,721.644,,4.809,153,16,17,,
T,2021-10-10 12:10:39,47.82937859,7.94757937,6,720.872,,4.830,149,16,17,,
T,2021-10-10 12:10:40,47.82933676,7.94757532,6,720.809,,3.945,145,16,17,,
T,2021-10-10 12:10:41,47.82929909,7.94758419,6,720.742,,3.732,147,16,17,,
T,2021-10-10 12:10:42,47.82928233,7.94763944,6,720.675,,3.095,149,16,17,,
T,2021-10-10 12:10:43,47.82928233,7.94763944,4,720.610,,0.000,,16,17,,
T,2021-10-10 12:10:44,47.82925363,7.94769946,4,720.550,,0.000,,16,17,,
T,2021-10-10 12:10:45,47.82923921,7.94772660,4,720.487,,2.599,142,16,17,,
T,2021-10-10 12:10:46,47.82922194,7.94776010,4,720.421,,3.485,116,16,17,,
T,2021-10-10 12:10:47,47.82921320,7.94781697,4,719.707,,4.598,84,16,17,,
T,2021-10-10 12:10:48,47.82923158,7.94788751,4,719.036,,5.711,61,16,17,,
T,2021-10-10 12:10:49,47.82927442,7.94795328,6,718.453,,6.511,51,16,17,,
T,2021-10-10 12:10:50,47.82931858,7.94801610,6,717.991,,5.849,54,16,17,,
T,2021-10-10 12:10:51,47.82934709,7.94808180,6,717.673,,5.834,58,16,17,,
T,2021-10-10 12:10:52,47.82937349,7.94815034,6,717.387,,5.826,60,16,17,,
T,2021-10-10 12:10:53,47.82939497,7.94821975,4,717.167,,5.881,65,16,17,,
T,2021-10-10 12:10:54,47.82941146,7.94829630,4,717.135,,5.732,69,15,17,,
T,2021-10-10 12:10:55,47.82943239,7.94836174,4,717.017,,5.359,71,16,17,,
T,2021-10-10 12:10:56,47.82944186,7.94842637,4,717.094,,5.139,84,16,17,,
T,2021-10-10 12:10:57,47.82941812,7.94849661,4,716.996,,4.952,90,16,17,,
T,2021-10-10 12:10:58,47.82940682,7.94855740,4,716.913,,4.356,90,16,17,,
T,2021-10-10 12:10:59,47.82941196,7.94861487,6,716.924,,3.817,87,16,17,,
T,2021-10-10 12:11:00,47.82942251,7.94866101,6,716.937,,3.648,87,15,18,,
T,2021-10-10 12:11:01,47.82943203,7.94871301,6,716.959,,3.756,84,16,17,,
T,2021-10-10 12:11:02,47.82944773,7.94876064,6,716.990,,3.185,75,16,17,,
T,2021-10-10 12:11:03,47.82946143,7.94879964,8,717.040,,2.669,56,16,17,,
T,2021-10-10 12:11:04,47.82947512,7.94883642,6,717.100,,2.576,46,16,17,,
T,2021-10-10 12:11:05,47.82947512,7.94883642,6,717.163,,0.000,,16,17,,
T,2021-10-10 12:11:06,47.82947512,7.94883642,6,717.241,,0.000,,16,17,,
T,2021-10-10 12:11:07,47.82953175,7.94887749,6,717.323,,0.000,,16,17,,
T,2021-10-10 12:11:08,47.82953175,7.94887749,4,717.390,,0.000,,16,17,,
T,2021-10-10 12:11:09,47.82953175,7.94887749,4,717.452,,0.000,,16,17,,
T,2021-10-10 12:11:10,47.82954668,7.94896739,4,717.501,,0.000,,16,17,,
T,2021-10-10 12:11:11,47.82955081,7.94900623,4,717.537,,2.787,71,16,17,,
T,2021-10-10 12:11:12,47.82956133,7.94904385,4,717.562,,2.875,70,16,17,,
T,2021-10-10 12:11:13,47.82956132,7.94908564,4,717.573,,2.911,72,16,17,,
T,2021-10-10 12:11:14,47.82956433,7.94912492,4,717.580,,2.681,74,16,17,,
T,2021-10-10 12:11:15,47.82956433,7.94912492,4,717.583,,0.000,,16,17,,
T,2021-10-10 12:11:16,47.82956433,7.94912492,4,717.577,,0.000,,16,17,,
T,2021-10-10 12:11:17,47.82958230,7.94921768,4,717.561,,0.000,,16,17,,
T,2021-10-10 12:11:18,47.82958230,7.94921768,4,717.539,,0.000,,16,17,,
T,2021-10-10 12:11:19,47.82958230,7.94921768,4,717.514,,0.000,,16,17,,
T,2021-10-10 12:11:20,47.82960144,7.94930838,4,717.483,,0.000,,16,17,,
T,2021-10-10 12:11:21,47.82960144,7.94930838,4,717.456,,0.000,,16,17,,
T,2021-10-10 12:11:22,47.82960144,7.94930838,4,717.420,,0.000,,16,17,,
T,2021-10-10 12:11:23,47.82961573,7.94939610,4,717.374,,0.000,,16,17,,
T,2021-10-10 12:11:24,47.82962614,7.94943007,4,717.330,,3.090,69,16,17,,
T,2021-10-10 12:11:25,47.82963856,7.94947190,4,717.284,,3.458,71,16,17,,
T,2021-10-10 12:11:26,47.82964826,7.94951592,4,717.236,,3.227,74,16,17,,
T,2021-10-10 12:11:27,47.82965640,7.94955827,4,717.183,,3.193,76,16,17,,
T,2021-10-10 12:11:28,47.82966376,7.94960024,4,717.126,,3.222,76,16,17,,
T,2021-10-10 12:11:29,47.82966973,7.94964200,4,717.070,,3.127,76,16,17,,
T,2021-10-10 12:11:30,47.82968095,7.94967730,4,717.009,,2.735,71,16,17,,
T,2021-10-10 12:11:31,47.82968095,7.94967730,4,716.947,,0.000,,16,17,,
T,2021-10-10 12:11:32,47.82968095,7.94967730,4,716.878,,0.000,,16,17,,
T,2021-10-10 12:11:33,47.82970084,7.94973892,4,716.806,,0.000,,16,17,,
T,2021-10-10 12:11:34,47.82970084,7.94973892,4,716.731,,0.000,,16,17,,
T,2021-10-10 12:11:35,47.82970084,7.94973892,4,716.655,,0.000,,16,17,,
T,2021-10-10 12:11:36,47.82970084,7.94973892,4,716.583,,0.000,,16,17,,
T,2021-10-10 12:11:37,47.82970084,7.94973892,4,716.516,,0.000,,16,17,,
T,2021-10-10 12:11:38,47.82970084,7.94973892,4,716.448,,0.000,,16,17,,
T,2021-10-10 12:11:39,47.82971880,7.94980653,4,716.384,,0.000,,16,17,,
T,2021-10-10 12:11:40,47.82971880,7.94980653,4,716.317,,0.000,,16,17,,
T,2021-10-10 12:11:41,47.82971880,7.94980653,4,716.250,,0.000,,16,17,,
T,2021-10-10 12:11:42,47.82971880,7.94980653,4,716.185,,0.000,,16,17,,
T,2021-10-10 12:11:43,47.82968873,7.94986238,4,716.123,,0.000,,16,17,,
T,2021-10-10 12:11:44,47.82967151,7.94988168,4,716.076,,2.515,126,16,17,,
T,2021-10-10 12:11:45,47.82965906,7.94991686,4,716.039,,3.097,101,16,17,,
T,2021-10-10 12:11:46,47.82965540,7.94997059,4,715.707,,4.329,75,16,17,,
T,2021-10-10 12:11:47,47.82967494,7.95004156,4,715.494,,5.912,57,16,17,,
T,2021-10-10 12:11:48,47.82970441,7.95011020,6,715.318,,5.877,56,15,17,,
T,2021-10-10 12:11:49,47.82973080,7.95018114,6,715.114,,6.300,60,16,17,,
T,2021-10-10 12:11:50,47.82976378,7.95026177,6,715.048,,6.876,58,16,17,,
T,2021-10-10 12:11:51,47.82979773,7.95034369,6,715.002,,6.845,59,16,17,,
T,2021-10-10 12:11:52,47.82982867,7.95042482,6,714.993,,6.861,60,15,17,,
T,2021-10-10 12:11:53,47.82986140,7.95049536,6,715.070,,6.625,58,15,17,,
T,2021-10-10 12:11:54,47.82988332,7.95058216,8,715.307,,6.573,56,15,17,,
T,2021-10-10 12:11:55,47.82991794,7.95064870,8,715.583,,6.488,60,15,17,,
T,2021-10-10 12:11:56,47.82994763,7.95072169,8,715.893,,6.649,56,16,17,,
T,2021-10-10 12:11:57,47.82997958,7.95079521,8,716.246,,6.692,57,15,17,,
T,2021-10-10 12:11:58,47.83001247,7.95087268,6,716.607,,7.247,54,16,17,,
